Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
200501BS70311,1,2,0,18,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70311,2,9,0,12,0,0,0,0,0,0,2,1,15,1,6,1149,1,-1,-1,-1
200501BS70312,1,19,0,18,0,8,0,0,0,0,1,1,15,1,8,2461,2,4,1,1
200501BS70312,2,9,0,9,0,8,0,0,0,0,3,1,15,2,5,1998,2,5,2,1
200501BS70313,1,11,0,18,0,0,0,0,0,0,0,1,1,1,9,7300,2,4,-1,-1
200501BS70313,2,9,0,6,0,0,0,0,0,0,0,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70314,1,11,0,18,0,2,0,0,0,0,0,1,1,1,7,8268,2,3,2,1
200501BS70315,1,11,0,18,0,1,0,0,0,0,3,1,1,1,6,8268,2,2,8,1
200501BS70315,2,21,0,18,0,1,0,0,0,0,4,1,15,1,6,-1,2,5,2,1
200501BS70317,1,9,0,7,0,8,0,0,0,0,1,1,15,1,4,1598,1,1,4,1
200501BS70318,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,599,1,4,5,1
200501BS70318,2,9,0,9,0,8,0,0,0,0,3,1,15,2,6,-1,-1,-1,-1,-1
200501BS70319,1,3,0,18,0,2,0,0,0,0,1,1,15,1,5,124,1,4,2,1
200501BS70319,2,1,0,18,0,1,0,0,0,0,1,1,15,1,5,-1,-1,-1,3,1
200501BS70321,1,9,0,18,0,0,1,0,0,0,1,1,15,1,6,1753,2,10,7,1
200501BS70322,1,9,0,18,0,1,0,0,0,0,1,1,15,1,5,1686,2,2,9,1
200501BS70322,2,9,0,18,0,1,0,0,0,0,2,1,15,1,-1,1948,1,7,-1,-1
200501BS70323,1,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,1598,1,4,-1,-1
200501BS70323,2,1,0,9,0,8,0,0,0,0,4,1,15,1,7,-1,-1,-1,3,1
200501BS70324,1,11,0,18,0,0,0,0,0,0,0,1,1,1,5,-1,-1,-1,-1,-1
200501BS70324,2,9,0,11,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70325,1,9,0,2,0,8,0,0,0,0,1,1,15,2,6,1242,1,2,3,1
200501BS70325,2,20,0,1,0,8,0,0,0,0,2,1,15,1,5,-1,-1,-1,6,1
200501BS70326,1,9,0,9,0,8,0,0,0,0,4,1,15,1,6,-1,-1,-1,7,1
200501BS70326,2,1,0,15,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,7,1
200501BS70327,1,9,0,4,0,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,7,1
200501BS70327,2,9,0,18,0,8,0,0,0,0,4,1,15,1,-1,2521,1,-1,-1,-1
200501BS70328,1,9,0,18,0,8,0,0,0,0,4,1,15,2,7,3700,1,3,-1,-1
200501BS70328,2,9,0,3,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,7,1
200501BS70329,1,9,0,6,0,0,0,0,0,0,3,1,15,1,7,4999,1,1,9,1
200501BS70329,2,5,0,18,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70330,1,1,0,3,4,8,0,0,0,0,2,1,15,1,6,-1,-1,-1,3,1
200501BS70330,2,9,0,15,4,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70331,1,5,0,18,0,1,0,0,0,0,3,1,15,1,7,-1,-1,-1,6,1
200501BS70332,1,9,0,18,0,1,0,0,0,0,1,1,15,2,-1,3199,1,2,6,1
200501BS70332,2,9,0,6,0,1,0,0,0,0,3,1,15,1,6,2188,2,3,-1,-1
200501BS70333,1,2,0,18,0,2,0,0,0,0,1,1,15,1,6,49,1,6,6,1
200501BS70333,2,8,0,11,0,2,0,0,0,0,4,1,1,1,8,2402,2,2,10,1
200501BS70334,1,9,0,5,8,2,0,0,0,0,1,1,15,3,-1,1590,1,12,-1,-1
200501BS70334,2,1,0,18,0,2,0,0,0,0,3,1,15,2,6,-1,-1,-1,-1,-1
200501BS70335,1,9,0,18,0,8,0,0,0,0,3,1,15,1,7,1390,1,7,7,1
200501BS70335,2,9,0,18,0,8,0,0,0,0,1,1,15,2,9,1968,2,1,6,1
200501BS70336,1,9,0,16,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70337,1,9,0,1,0,8,0,0,0,0,0,1,15,1,4,1598,1,3,3,1
200501BS70338,1,1,0,7,0,8,0,0,0,0,4,1,15,2,9,-1,-1,-1,4,1
200501BS70338,2,9,0,7,0,8,0,0,0,0,4,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70339,1,19,0,6,0,2,0,0,0,0,3,1,15,1,5,1461,2,2,4,1
200501BS70339,2,4,0,13,0,2,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70340,1,20,1,9,0,8,0,0,0,0,4,1,15,1,6,-1,-1,-1,1,1
200501BS70340,2,5,0,18,0,8,1,0,0,0,1,1,15,1,6,599,1,5,2,1
200501BS70341,1,9,0,18,0,8,0,0,0,0,3,1,15,1,7,1905,2,7,7,1
200501BS70341,2,1,0,18,0,8,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
200501BS70342,1,9,0,9,0,8,0,0,0,0,4,1,15,2,9,1390,1,5,8,1
200501BS70342,2,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,4398,1,4,-1,-1
200501BS70343,1,1,0,18,0,0,0,8,0,0,3,1,15,1,7,-1,-1,-1,4,1
200501BS70343,2,9,0,2,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70344,1,9,0,18,0,2,0,0,3,10,1,1,15,1,8,4966,1,3,-1,-1
200501BS70346,1,9,0,2,0,0,0,0,0,0,3,1,1,1,8,2401,2,-1,1,1
200501BS70346,2,2,0,18,0,0,0,0,0,0,1,1,15,1,6,50,1,5,10,1
200501BS70346,3,9,0,2,0,0,0,0,0,0,3,1,15,2,-1,1390,1,7,7,1
200501BS70347,1,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70347,2,1,0,4,0,1,0,0,0,0,2,1,15,1,5,-1,-1,-1,4,1
200501BS70348,1,9,0,2,0,1,0,0,0,0,3,1,15,1,9,1299,1,6,-1,-1
200501BS70348,2,1,0,18,0,1,0,8,0,0,1,1,15,2,5,-1,-1,-1,-1,-1
200501BS70349,1,9,0,18,0,0,0,0,0,0,3,1,15,2,7,-1,-1,-1,2,1
200501BS70349,2,11,0,3,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
200501BS70350,1,19,0,9,0,8,0,0,0,0,1,1,15,1,7,2402,2,-1,-1,-1
200501BS70350,2,3,0,14,0,8,0,0,0,0,1,1,15,1,6,124,1,11,-1,-1
200501BS70350,3,19,0,18,0,8,0,0,0,0,0,1,15,1,7,2874,2,7,8,1
200501BS70351,1,8,0,18,0,8,0,0,0,0,3,1,15,1,9,2664,2,10,-1,-1
200501BS70351,2,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,6,1
200501BS70352,1,5,0,18,0,8,0,0,0,0,3,1,15,1,8,1116,1,27,6,1
200501BS70352,2,10,0,9,0,8,0,0,0,0,1,1,15,1,5,2461,2,1,1,1
200501BS70353,1,90,0,7,0,1,0,4,1,4,1,1,15,1,5,-1,-1,-1,-1,-1
200501BS70353,2,9,0,2,0,1,0,0,0,0,3,1,15,1,6,-1,-1,-1,2,1
200501BS70354,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,2496,2,2,4,1
200501BS70354,2,9,0,18,0,8,0,10,3,10,4,1,15,2,7,-1,-1,-1,7,1
200501BS70355,1,9,0,7,0,8,0,0,0,0,4,1,15,1,7,1998,1,1,2,1
200501BS70355,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70356,1,11,0,18,0,0,0,0,0,0,1,1,15,1,7,7300,2,2,-1,-1
200501BS70357,1,9,0,18,0,0,0,0,0,0,1,1,15,1,9,-1,-1,-1,6,1
200501BS70357,2,1,0,18,0,0,0,0,0,0,2,1,15,1,7,-1,-1,-1,2,1
200501BS70358,1,9,0,7,0,0,0,10,7,2,1,1,15,1,6,3239,1,7,8,1
200501BS70359,1,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70359,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,1998,1,11,-1,-1
200501BS70360,1,9,0,18,0,1,0,0,0,0,4,1,15,1,9,-1,-1,-1,9,3
200501BS70361,1,8,0,7,0,8,0,0,0,0,4,1,15,1,-1,2402,2,1,4,1
200501BS70361,2,1,0,15,0,8,0,0,0,0,3,1,15,1,5,-1,-1,-1,6,1
200501BS70362,1,9,0,18,0,0,0,0,0,0,3,1,15,2,4,1124,1,3,10,1
200501BS70362,2,9,0,13,0,0,0,0,0,0,4,1,15,1,-1,1868,2,3,-1,-1
200501BS70363,1,19,0,2,0,8,0,0,0,0,3,1,15,1,7,5861,2,10,7,2
200501BS70363,2,1,0,18,0,8,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
200501BS70364,1,9,0,9,0,8,0,0,0,0,3,1,15,1,5,2494,1,2,7,1
200501BS70364,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,9,1
200501BS70365,1,19,0,18,0,8,0,0,0,0,1,1,15,1,5,2496,2,12,5,1
200501BS70365,2,9,0,18,0,8,0,0,0,0,3,1,15,2,10,1596,1,5,9,1
200501BS70366,1,9,0,18,0,0,0,0,0,0,2,1,15,2,7,1389,1,7,3,1
200501BS70366,2,9,0,18,0,0,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70367,1,5,0,18,0,8,0,0,0,0,3,1,15,1,7,1084,1,3,5,1
200501BS70367,2,9,0,6,0,8,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70369,1,8,0,7,0,8,0,0,0,0,2,1,15,1,7,2664,2,8,3,1
200501BS70369,2,9,0,9,0,8,0,0,0,0,0,1,15,2,6,1895,1,5,4,1
200501BS70369,3,1,0,7,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70370,1,8,0,7,0,8,0,0,0,0,2,1,15,1,8,2362,1,1,6,1
200501BS70370,2,9,0,8,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,8,1
200501BS70371,1,9,0,15,0,0,0,0,0,0,3,1,15,1,7,2295,1,4,6,1
200501BS70371,2,2,0,13,0,0,0,0,0,0,4,1,15,1,6,49,1,-1,4,1
200501BS70372,1,9,0,6,0,1,0,0,0,0,4,1,15,1,6,-1,-1,-1,5,1
200501BS70372,2,4,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,7,1
200501BS70373,1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,1124,1,6,3,1
200501BS70373,2,11,0,2,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
200501BS70374,1,1,0,18,0,0,0,0,0,0,3,1,15,1,6,-1,-1,-1,3,1
200501BS70374,2,11,0,18,0,0,0,0,0,0,4,1,15,1,8,8268,2,3,6,1
200501BS70375,1,9,0,9,0,8,0,0,0,0,1,1,15,1,4,1598,1,1,6,1
200501BS70375,2,1,0,7,0,8,0,0,0,0,1,1,15,1,9,-1,-1,-1,6,1
200501BS70376,1,9,0,16,0,3,2,10,7,7,4,1,15,2,7,698,1,-1,-1,-1
200501BS70376,2,9,0,16,0,3,0,0,0,0,3,1,15,1,9,2997,2,15,6,3
200501BS70377,1,1,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
200501BS70377,2,19,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70378,1,9,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70378,2,19,0,9,0,8,0,0,0,0,4,1,15,1,-1,1870,2,-1,-1,-1
200501BS70379,1,8,0,9,0,8,0,0,0,0,3,1,15,1,6,1597,1,9,3,1
200501BS70379,2,3,0,18,0,8,1,0,0,0,1,1,15,1,7,124,1,1,8,1
200501BS70380,1,1,0,18,0,1,1,0,1,0,0,1,15,2,6,-1,-1,-1,3,1
200501BS70380,2,9,0,9,0,1,0,0,0,0,1,1,15,2,7,1998,1,4,3,1
200501BS70381,1,19,0,18,0,0,0,0,0,0,1,1,15,1,7,1753,1,7,4,1
200501BS70382,1,5,0,18,0,1,0,0,0,0,0,1,15,1,7,900,1,3,2,1
200501BS70383,1,11,0,2,0,8,0,0,0,0,0,1,1,1,5,-1,-1,-1,5,1
200501BS70384,1,20,0,13,0,0,0,0,0,0,4,1,15,1,6,-1,-1,-1,4,1
200501BS70384,2,1,0,18,0,0,0,4,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
200501BS70384,3,9,0,2,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70385,1,9,0,18,0,8,1,0,0,0,1,2,15,1,6,-1,-1,-1,3,1
200501BS70385,2,9,0,7,0,8,0,0,0,0,3,1,15,1,6,1339,1,-1,7,1
200501BS70385,3,9,0,2,0,8,0,0,0,0,4,1,15,1,7,1781,1,12,6,1
200501BS70385,4,3,0,2,0,8,0,0,0,0,3,1,15,1,-1,124,1,1,4,1
200501BS70386,1,8,0,5,0,8,0,0,0,0,3,1,1,1,9,3947,1,11,2,1
200501BS70387,1,9,0,2,0,8,0,0,0,0,3,1,15,1,8,2685,2,-1,-1,-1
200501BS70387,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70388,1,8,0,6,0,2,0,0,0,0,3,1,15,1,8,2148,2,1,3,1
200501BS70388,2,3,0,18,0,2,0,0,0,0,1,1,15,2,6,124,1,7,7,1
200501BS70389,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1198,1,-1,-1,-1
200501BS70391,1,11,0,18,0,8,0,0,0,0,0,1,1,1,8,7300,2,1,3,1
200501BS70391,2,19,0,7,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70392,1,8,0,2,0,0,0,0,0,0,2,1,1,1,8,2664,2,4,4,1
200501BS70392,2,9,0,18,0,0,0,0,0,0,1,1,15,1,6,1988,2,-1,4,1
200501BS70393,1,9,0,16,0,2,0,0,0,0,3,1,15,1,-1,1595,1,7,9,1
200501BS70393,2,4,0,18,0,2,0,0,0,0,4,1,15,1,7,-1,-1,-1,3,1
200501BS70394,1,11,0,18,0,1,0,0,0,0,3,1,1,2,9,7300,2,3,2,1
200501BS70394,2,9,0,7,0,8,0,0,0,0,4,1,15,2,9,-1,-1,-1,6,1
200501BS70395,1,9,0,7,0,1,0,0,0,0,4,1,15,1,5,1390,1,1,2,1
200501BS70395,2,5,0,15,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70396,1,3,0,18,0,8,0,0,0,0,1,1,15,1,5,124,1,-1,2,1
200501BS70398,1,9,0,9,0,8,0,0,0,0,1,1,15,2,4,1196,1,10,8,1
200501BS70398,2,5,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,5,1
200501BS70399,1,9,0,8,0,1,0,0,0,0,2,1,15,2,8,1391,1,10,1,1
200501BS70399,2,9,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70400,1,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1896,2,4,-1,-1
200501BS70401,1,3,0,18,0,1,0,0,0,0,1,1,15,1,5,124,1,1,2,1
200501BS70402,1,1,0,18,0,8,0,0,0,0,1,1,15,2,8,-1,-1,-1,3,1
200501BS70402,2,9,0,2,0,8,0,0,0,0,4,1,15,1,-1,1598,2,18,-1,-1
200501BS70403,1,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70403,2,9,0,7,0,8,0,0,0,0,4,1,15,2,-1,1360,1,5,-1,-1
200501BS70404,1,9,0,18,0,1,0,0,0,0,4,1,15,2,8,2398,1,6,8,1
200501BS70404,2,1,0,5,0,1,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70405,1,9,0,18,0,8,0,0,0,0,4,1,15,2,-1,-1,-1,-1,7,1
200501BS70406,1,5,0,17,0,8,0,0,0,0,3,1,15,1,6,955,1,7,10,2
200501BS70406,2,9,0,11,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
200501BS70407,1,1,0,7,9,2,0,4,0,0,1,1,15,1,9,-1,-1,-1,1,1
200501BS70407,2,9,0,2,0,2,0,0,0,0,2,1,15,1,-1,1753,2,6,2,1
200501BS70408,1,1,0,14,0,0,0,0,0,0,2,1,15,2,7,-1,-1,-1,5,1
200501BS70408,2,9,0,14,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,7,1
200501BS70409,1,1,0,18,0,8,0,0,0,0,1,1,15,2,8,-1,-1,-1,7,1
200501BS70409,2,9,0,10,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70410,1,9,0,18,0,8,0,0,0,0,3,1,15,1,6,1896,1,7,4,1
200501BS70410,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70411,1,9,0,18,0,8,0,0,0,0,1,1,15,1,4,1396,1,11,-1,-1
200501BS70412,1,9,0,18,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,4,1
200501BS70412,2,9,0,18,0,2,0,0,0,0,2,1,15,1,10,-1,-1,-1,4,1
200501BS70413,1,2,0,18,0,8,0,0,0,0,3,1,15,1,5,-1,-1,-1,4,1
200501BS70413,2,9,0,6,0,8,0,0,0,0,4,1,15,1,-1,1796,1,7,-1,-1
200501BS70414,1,3,0,18,0,0,0,0,0,0,1,1,15,1,6,85,1,7,2,1
200501BS70414,2,9,0,14,0,0,0,0,0,0,1,1,15,1,7,1597,1,10,3,1
200501BS70415,1,8,0,9,0,8,0,0,0,0,3,1,15,1,10,-1,-1,-1,5,1
200501BS70415,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,5,1
200501BS70416,1,11,0,2,0,8,0,0,0,0,0,1,1,1,6,7300,2,4,2,1
200501BS70417,1,1,0,18,0,8,0,0,0,0,0,1,15,1,6,-1,-1,-1,8,1
200501BS70417,2,9,0,7,0,8,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70419,1,3,0,2,0,2,0,0,0,0,1,1,15,1,6,125,1,2,2,1
200501BS70419,2,19,0,1,0,2,0,0,0,0,2,1,15,1,6,2151,2,3,4,1
200501BS70420,1,9,0,2,0,2,0,0,0,0,3,1,15,2,8,-1,-1,-1,-1,-1
200501BS70420,2,1,0,9,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70421,1,5,0,18,0,1,0,0,0,0,4,1,15,1,7,800,1,7,-1,-1
200501BS70422,1,2,0,18,0,2,0,0,0,0,1,1,15,1,6,-1,-1,-1,10,1
200501BS70422,2,9,0,6,0,2,0,0,0,0,3,1,15,1,6,1747,1,5,9,1
200501BS70423,1,9,0,18,0,1,0,0,1,10,1,1,15,2,6,1390,1,5,4,1
200501BS70423,2,9,0,11,0,1,0,0,0,0,0,1,15,1,9,1796,1,8,5,1
200501BS70424,1,9,0,2,0,8,0,0,0,0,4,1,15,1,7,1997,1,13,3,1
200501BS70424,2,1,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,4,1
200501BS70425,1,9,0,9,0,8,0,0,0,0,1,1,15,2,5,1390,1,4,-1,-1
200501BS70425,2,2,0,18,0,8,0,0,0,0,3,1,15,2,6,49,1,3,6,1
200501BS70426,1,9,0,18,0,8,0,0,0,0,1,1,15,2,-1,1998,1,9,5,1
200501BS70426,2,9,0,18,0,8,0,0,0,0,3,1,15,1,9,-1,-1,-1,7,1
200501BS70427,1,5,0,18,0,8,0,0,0,0,1,1,15,1,7,553,1,12,-1,-1
200501BS70427,2,19,0,9,0,8,0,0,0,0,3,1,15,1,9,1753,2,6,7,1
200501BS70429,1,9,0,9,0,8,0,0,0,0,0,1,15,2,6,-1,-1,-1,2,1
200501BS70430,1,9,0,3,0,8,0,0,0,0,2,1,15,2,-1,1998,1,6,5,1
200501BS70430,2,9,0,18,0,8,0,0,0,0,1,1,15,1,7,3199,1,1,7,1
200501BS70431,1,9,0,9,0,8,0,0,0,0,1,1,15,1,5,1272,1,19,6,1
200501BS70431,2,2,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,6,1
200501BS70432,1,9,0,18,0,2,0,0,0,0,3,1,15,1,5,1200,1,2,2,1
200501BS70433,1,9,0,9,0,8,0,0,0,0,2,1,15,1,8,999,1,8,5,1
200501BS70433,2,5,0,13,0,8,0,0,0,0,1,1,15,1,6,652,1,13,3,1
200501BS70434,1,9,0,9,0,1,0,0,0,0,2,1,15,1,8,1951,2,2,-1,-1
200501BS70434,2,9,0,18,0,1,0,0,0,0,1,1,15,2,7,1596,1,10,1,1
200501BS70435,1,1,0,9,0,1,0,0,0,0,1,1,15,1,5,-1,-1,-1,4,1
200501BS70435,2,4,0,18,0,1,0,0,0,0,3,1,15,1,6,398,1,13,3,1
200501BS70436,1,9,0,7,0,2,0,0,0,0,1,1,15,1,7,2494,1,5,1,1
200501BS70436,2,9,0,1,0,2,0,0,0,0,2,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70437,1,3,0,7,0,1,0,0,0,0,3,1,15,1,7,124,1,-1,8,1
200501BS70437,2,9,0,7,0,1,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70438,1,9,0,9,0,8,0,0,0,0,3,1,15,1,6,3596,1,4,-1,-1
200501BS70438,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
200501BS70439,1,3,0,18,0,8,0,0,0,0,1,1,15,1,6,125,1,2,2,1
200501BS70439,2,9,0,9,0,8,0,0,0,0,4,1,15,1,6,1850,1,7,3,1
200501BS70440,1,19,0,18,0,2,0,0,0,0,3,1,15,2,8,-1,-1,-1,3,1
200501BS70441,1,9,0,18,0,0,0,10,1,4,1,1,15,1,4,-1,-1,-1,1,1
200501BS70442,1,9,0,18,0,0,0,0,0,0,3,1,15,1,5,-1,-1,-1,9,1
200501BS70444,1,9,0,9,0,2,0,0,0,0,1,1,15,2,6,1396,1,4,8,1
200501BS70444,2,9,0,18,0,2,0,0,0,0,4,1,15,1,4,1896,2,2,3,1
200501BS70445,1,9,0,9,0,1,0,0,0,0,3,1,15,1,7,1986,1,15,3,1
200501BS70445,2,1,0,18,0,1,0,0,0,0,1,1,15,2,6,-1,-1,-1,1,1
200501BS70446,1,3,0,5,0,1,0,0,0,0,1,1,15,1,6,100,1,4,-1,-1
200501BS70447,1,9,0,9,0,8,0,0,0,0,4,1,15,2,6,1390,1,6,3,1
200501BS70447,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70448,1,1,0,18,0,1,0,0,0,0,0,1,15,2,8,-1,-1,-1,1,1
200501BS70448,2,9,0,9,0,8,0,0,0,0,0,1,15,2,7,1597,1,9,1,1
200501BS70449,1,8,0,7,0,8,0,0,0,0,1,1,1,1,7,-1,-1,-1,5,1
200501BS70449,2,1,0,18,0,2,0,0,0,0,4,1,15,2,10,-1,-1,-1,4,1
200501BS70450,1,5,0,18,0,8,0,0,0,0,0,1,15,1,8,599,1,7,6,1
200501BS70450,2,9,0,9,0,8,0,0,0,0,0,1,15,1,7,1986,1,16,3,1
200501BS70451,1,1,0,18,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,2,1
200501BS70451,2,9,0,18,0,8,0,0,0,0,1,1,15,2,6,1360,1,8,3,1
200501BS70452,1,19,0,18,0,8,0,0,0,0,1,1,15,1,-1,1997,2,2,4,1
200501BS70453,1,2,0,18,0,8,0,0,0,0,1,1,15,1,6,49,1,-1,-1,-1
200501BS70456,1,21,0,9,0,8,0,0,0,0,3,1,1,1,8,4580,2,5,-1,-1
200501BS70456,2,19,0,18,0,8,0,0,0,0,4,1,15,1,7,1686,2,1,2,1
200501BS70458,1,3,0,13,0,0,0,0,0,0,1,1,15,1,6,125,1,1,1,1
200501BS70458,2,9,0,6,0,0,0,0,0,0,3,1,15,2,4,1299,1,6,4,1
200501BS70459,1,19,0,7,0,8,0,10,1,0,1,1,1,1,9,1968,1,5,-1,-1
200501BS70460,1,3,0,18,0,0,0,0,0,0,4,1,15,1,4,124,1,6,1,1
200501BS70461,1,5,0,18,0,0,0,0,0,0,3,1,15,1,7,625,1,1,3,1
200501BS70461,2,9,0,6,0,0,0,0,0,0,1,1,15,1,6,3996,1,4,4,1
200501BS70462,1,1,0,18,0,8,0,0,0,0,1,1,15,1,9,-1,-1,-1,6,1
200501BS70462,2,9,0,2,0,8,0,0,0,0,4,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70463,1,5,0,13,0,1,0,0,0,0,1,1,15,2,7,998,1,2,9,1
200501BS70463,2,9,0,9,0,1,0,0,0,0,3,1,15,1,9,-1,-1,-1,7,1
200501BS70464,1,9,0,16,0,8,0,7,7,0,1,1,15,1,5,1598,1,2,7,3
200501BS70464,2,9,0,9,0,8,0,0,0,0,4,1,15,1,7,1595,1,3,7,1
200501BS70465,1,11,0,4,0,2,0,0,0,0,1,1,1,1,7,5883,2,3,-1,-1
200501BS70466,1,9,0,18,0,0,0,0,0,0,1,1,15,1,10,1783,1,3,8,1
200501BS70467,1,9,0,5,0,0,0,0,0,0,0,1,15,2,7,1747,1,9,3,1
200501BS70467,2,2,0,18,0,0,0,0,0,0,0,1,15,2,5,49,1,3,4,1
200501BS70468,1,9,0,18,0,0,5,0,0,0,3,1,15,1,6,1781,1,9,4,1
200501BS70468,2,9,0,2,0,0,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70468,3,9,0,2,0,0,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70469,1,2,0,18,0,1,1,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70469,2,9,0,9,0,8,0,0,0,0,3,1,15,2,7,1149,1,5,7,1
200501BS70470,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,948,1,20,3,1
200501BS70470,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70471,1,9,0,18,0,0,0,0,0,0,1,1,15,1,4,1299,1,6,6,1
200501BS70471,2,9,0,3,0,0,0,0,0,0,2,1,15,1,9,1998,1,1,-1,-1
200501BS70471,3,9,0,3,0,0,0,0,0,0,2,1,15,2,7,1783,1,9,2,1
200501BS70472,1,9,0,18,0,0,0,7,0,0,0,1,15,1,5,2793,1,5,6,1
200501BS70472,2,9,0,15,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70473,1,3,0,18,0,8,0,0,0,0,1,1,15,1,4,124,1,3,-1,-1
200501BS70473,2,9,0,9,0,8,0,0,0,0,3,1,15,1,7,2979,1,3,4,1
200501BS70474,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1970,1,4,3,1
