Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200501BS70350,2,1,1,1,6,3,0,0,0,0,-1,3,-1
200501BS70351,1,1,1,1,9,3,0,0,0,0,-1,8,-1
200501BS70352,1,1,1,1,8,2,0,0,0,0,-1,5,1
200501BS70353,1,1,1,1,5,3,0,0,0,0,-1,90,-1
200501BS70354,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70355,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70356,1,1,2,2,6,3,0,0,0,3,-1,11,1
200501BS70356,1,2,3,1,1,3,5,1,0,0,-1,0,1
200501BS70357,2,1,1,1,7,2,0,0,0,0,-1,1,1
200501BS70358,1,1,2,2,7,3,0,0,1,0,-1,9,1
200501BS70358,1,2,1,1,6,3,0,0,0,0,-1,9,1
200501BS70359,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70360,1,1,3,1,6,3,9,5,0,0,-1,0,1
200501BS70361,2,1,1,1,5,3,0,0,0,0,-1,1,1
200501BS70362,1,1,1,2,4,3,0,0,0,0,-1,9,1
200501BS70363,2,1,1,2,7,3,0,0,0,0,-1,1,-1
200501BS70364,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70365,2,1,1,2,10,2,0,0,0,0,-1,9,1
200501BS70366,1,1,1,2,7,3,0,0,0,0,-1,9,1
200501BS70367,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70369,3,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70370,1,1,1,1,8,3,0,0,0,0,-1,8,1
200501BS70371,2,1,1,1,6,3,0,0,0,0,-1,2,1
200501BS70372,2,1,1,1,-1,2,0,0,0,0,-1,4,1
200501BS70373,1,1,3,1,5,3,5,1,0,0,-1,0,1
200501BS70374,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70375,2,1,1,1,9,3,0,0,0,0,-1,1,1
200501BS70376,1,1,1,2,7,2,0,0,0,0,-1,9,-1
200501BS70377,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70378,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70379,2,1,1,1,7,2,0,0,0,0,-1,3,1
200501BS70380,1,1,1,2,6,2,0,0,0,0,-1,1,1
200501BS70381,1,1,3,1,2,3,5,4,0,0,-1,0,1
200501BS70382,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70383,1,1,2,2,5,3,0,0,0,2,-1,11,-1
200501BS70384,2,1,1,1,9,3,0,0,0,0,-1,1,-1
200501BS70385,1,2,1,1,6,3,0,0,0,0,-1,9,1
200501BS70385,1,3,2,1,6,3,0,0,1,0,-1,9,1
200501BS70385,1,4,2,2,5,3,0,0,2,0,-1,9,1
200501BS70385,2,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70386,1,1,3,2,8,3,9,9,0,0,-1,0,1
200501BS70387,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70388,2,1,1,2,6,2,0,0,0,0,-1,3,1
200501BS70389,1,1,3,2,5,2,1,3,0,0,-1,0,1
200501BS70391,1,1,2,2,6,2,0,0,0,3,-1,11,1
200501BS70392,1,1,1,1,8,3,0,0,0,0,-1,8,1
200501BS70393,2,1,1,1,7,3,0,0,0,0,-1,4,1
200501BS70394,1,1,2,2,8,3,0,0,0,4,-1,11,-1
200501BS70395,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70396,1,1,3,2,8,3,5,3,0,0,-1,0,1
200501BS70398,2,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70399,1,1,1,2,8,2,0,0,0,0,-1,9,1
200501BS70400,1,1,3,1,8,3,1,1,0,0,-1,0,1
200501BS70401,1,1,3,2,7,3,4,1,0,0,-1,0,1
200501BS70402,1,1,1,2,8,3,0,0,0,0,-1,1,1
200501BS70403,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70404,2,1,1,2,-1,3,0,0,0,0,-1,1,-1
200501BS70405,1,1,3,1,-1,3,5,1,0,0,-1,0,-1
200501BS70406,1,1,2,2,6,3,0,0,0,0,-1,5,-1
200501BS70407,1,1,1,1,9,3,0,0,0,0,-1,1,1
200501BS70408,1,1,1,2,7,3,0,0,0,0,-1,1,1
200501BS70409,1,1,1,2,8,3,0,0,0,0,-1,1,1
200501BS70410,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70411,1,1,3,2,4,2,1,3,0,0,-1,0,1
200501BS70412,2,1,2,2,-1,3,0,0,1,0,-1,9,1
200501BS70413,1,1,1,1,5,3,0,0,0,0,-1,2,1
200501BS70414,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70415,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70416,1,1,3,2,9,3,6,9,0,0,-1,0,-1
200501BS70417,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70419,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70420,2,1,1,1,-1,3,0,0,0,0,-1,1,-1
200501BS70421,1,1,3,1,7,2,4,3,0,0,-1,0,1
200501BS70421,1,2,1,1,7,3,0,0,0,0,-1,5,-1
200501BS70422,1,1,1,1,6,3,0,0,0,0,-1,2,1
200501BS70423,1,1,2,1,5,3,0,0,1,0,-1,9,1
200501BS70423,1,2,1,2,6,3,0,0,0,0,-1,9,1
200501BS70424,2,1,1,1,5,3,0,0,0,0,-1,1,1
200501BS70425,2,1,1,2,6,3,0,0,0,0,-1,2,1
200501BS70426,1,1,1,2,-1,3,0,0,0,0,-1,9,1
200501BS70427,1,1,1,1,7,3,0,0,0,0,-1,5,-1
200501BS70429,1,1,3,2,7,3,1,1,0,0,-1,0,-1
200501BS70430,1,1,1,2,-1,3,0,0,0,0,-1,9,1
200501BS70431,2,1,1,1,5,3,0,0,0,0,-1,2,1
200501BS70432,1,1,3,1,5,3,9,6,0,0,-1,0,1
200501BS70433,2,1,1,1,6,2,0,0,0,0,-1,5,1
200501BS70434,2,1,2,2,2,3,0,0,2,0,-1,9,1
200501BS70435,1,1,1,1,5,3,0,0,0,0,-1,1,1
200501BS70436,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70437,1,1,1,1,7,3,0,0,0,0,-1,3,1
200501BS70438,2,1,1,1,6,2,0,0,0,0,-1,1,-1
200501BS70439,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70440,1,1,3,1,6,2,10,1,0,0,-1,0,-1
200501BS70441,1,1,1,1,4,3,0,0,0,0,-1,9,1
200501BS70441,1,2,3,1,2,3,6,9,0,0,-1,0,-1
200501BS70441,1,3,3,2,3,3,6,9,0,0,-1,0,1
200501BS70441,1,4,3,2,3,3,6,9,0,0,-1,0,1
200501BS70441,1,5,3,2,1,3,6,9,0,0,-1,0,1
200501BS70441,1,6,2,2,4,3,0,0,1,0,-1,9,1
200501BS70441,1,7,3,2,7,3,6,9,0,0,-1,0,-1
200501BS70441,1,8,2,2,7,3,0,0,2,0,-1,9,-1
200501BS70442,1,1,3,2,-1,3,5,3,0,0,-1,0,-1
200501BS70444,2,1,1,1,4,3,0,0,0,0,-1,9,1
200501BS70444,2,2,2,2,5,3,0,0,1,0,-1,9,1
200501BS70445,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70446,1,1,3,2,10,3,4,1,0,0,-1,0,1
200501BS70447,2,1,1,1,6,2,0,0,0,0,-1,1,1
200501BS70448,1,1,1,2,8,3,0,0,0,0,-1,1,1
200501BS70449,2,1,1,2,10,3,0,0,0,0,-1,1,1
200501BS70450,1,1,1,1,8,2,0,0,0,0,-1,5,1
200501BS70451,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70452,1,1,3,2,8,3,4,1,0,0,-1,0,-1
200501BS70453,1,1,1,1,6,3,0,0,0,0,-1,2,-1
200501BS70453,1,2,3,2,9,3,1,1,0,0,-1,0,-1
200501BS70456,1,1,1,1,8,3,0,0,0,0,-1,21,-1
200501BS70456,2,2,1,1,7,3,0,0,0,0,-1,19,1
200501BS70458,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70459,1,1,3,2,7,3,6,9,0,0,-1,0,1
200501BS70460,1,1,3,2,6,3,5,2,0,0,-1,0,1
200501BS70461,1,1,1,1,7,2,0,0,0,0,-1,5,1
200501BS70462,1,1,1,1,9,3,0,0,0,0,-1,1,1
200501BS70463,1,1,1,2,7,3,0,0,0,0,-1,5,1
200501BS70464,1,1,1,1,5,3,0,0,0,0,-1,9,3
200501BS70464,2,2,2,2,2,3,0,0,2,0,-1,9,1
200501BS70464,2,3,2,2,1,3,0,0,2,0,-1,9,-1
200501BS70465,1,1,3,1,6,3,5,1,0,0,-1,0,-1
200501BS70466,1,1,3,1,5,2,5,1,0,0,-1,0,1
200501BS70467,2,1,1,2,5,3,0,0,0,0,-1,2,1
200501BS70468,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70469,1,1,1,1,6,3,0,0,0,0,-1,2,1
200501BS70470,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70471,2,1,1,1,9,3,0,0,0,0,-1,9,-1
200501BS70472,1,1,1,1,5,3,0,0,0,0,-1,9,1
200501BS70472,1,2,2,2,5,3,0,0,2,0,-1,9,-1
200501BS70473,1,1,1,1,4,3,0,0,0,0,-1,3,-1
200501BS70474,1,1,3,2,5,2,1,3,0,0,-1,0,1
200501BS70475,1,1,3,1,-1,3,1,1,0,0,-1,0,-1
200501BS70479,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70480,1,1,3,2,6,3,4,1,0,0,-1,0,1
200501BS70481,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70482,1,1,1,2,8,3,0,0,0,0,-1,9,1
200501BS70483,1,1,1,1,6,3,0,0,0,0,-1,8,1
200501BS70483,2,2,1,1,6,3,0,0,0,0,-1,11,1
200501BS70484,1,1,3,1,6,3,5,3,0,0,-1,0,1
200501BS70485,1,1,3,1,7,3,4,1,0,0,-1,0,1
200501BS70486,2,1,1,1,11,3,0,0,0,0,-1,90,1
200501BS70487,1,1,3,1,6,3,5,3,0,0,-1,0,1
200501BS70488,2,1,1,1,7,3,0,0,0,0,-1,1,-1
200501BS70489,2,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70490,1,1,1,1,4,3,0,0,0,0,-1,3,-1
200501BS70491,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70493,1,1,3,1,10,2,1,1,0,0,-1,0,-1
200501BS70494,1,1,1,1,5,3,0,0,0,0,-1,1,1
200501BS70495,1,1,1,2,5,3,0,0,0,0,-1,9,1
200501BS70496,1,1,2,2,4,3,0,0,0,0,-1,3,-1
200501BS70497,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70498,1,1,3,1,6,3,6,9,0,0,-1,0,1
200501BS70499,1,1,1,1,7,3,0,0,0,0,-1,9,-1
200501BS70500,1,1,3,1,4,3,5,3,0,0,-1,0,1
200501BS70501,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70502,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70503,1,1,3,2,8,2,5,2,0,0,-1,0,1
200501BS70504,1,1,1,1,7,3,0,0,0,0,-1,4,1
200501BS70505,1,1,3,1,7,3,9,5,0,0,-1,0,1
200501BS70506,1,1,3,1,5,3,5,1,0,0,-1,0,1
200501BS70507,1,1,1,1,7,3,0,0,0,0,-1,4,1
200501BS70508,2,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70509,1,1,3,1,6,3,5,1,0,0,-1,0,-1
200501BS70510,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70511,1,1,3,2,9,3,4,1,0,0,-1,0,1
200501BS70513,1,1,3,1,9,3,4,1,0,0,-1,0,1
200501BS70514,1,1,1,1,6,3,0,0,0,0,-1,5,-1
200501BS70515,2,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70516,1,1,1,1,6,3,0,0,0,0,-1,19,1
200501BS70517,1,1,1,1,7,2,0,0,0,0,-1,2,1
200501BS70518,2,1,1,1,9,3,0,0,0,0,-1,2,1
200501BS70519,1,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70521,1,1,3,2,7,3,4,1,0,0,-1,0,-1
200501BS70523,1,1,1,1,6,2,0,0,0,0,-1,5,1
200501BS70524,2,1,1,1,8,2,0,0,0,0,-1,1,1
200501BS70525,1,1,3,2,6,3,5,1,0,0,-1,0,1
200501BS70526,1,1,1,1,7,3,0,0,0,0,-1,5,-1
200501BS70527,1,1,3,1,7,3,1,3,0,0,-1,0,1
200501BS70528,2,1,1,1,9,3,0,0,0,0,-1,1,1
200501BS70529,1,1,3,1,6,2,5,1,0,0,-1,0,1
200501BS70530,1,1,3,1,-1,3,4,1,0,0,-1,0,-1
200501BS70531,1,1,1,1,7,3,0,0,0,0,-1,5,-1
200501BS70532,1,1,2,1,4,3,0,0,1,0,-1,9,1
200501BS70533,1,1,3,1,7,3,10,9,0,0,-1,0,-1
200501BS70534,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70535,1,1,3,1,6,3,6,9,0,0,-1,0,1
200501BS70535,2,2,1,1,7,3,0,0,0,0,-1,8,1
200501BS70536,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70537,1,1,3,2,6,3,5,1,0,0,-1,0,1
200501BS70538,1,1,3,1,11,3,10,1,0,0,-1,0,-1
200501BS70539,1,1,1,1,8,3,0,0,0,0,-1,4,1
200501BS70540,1,1,3,2,6,2,4,3,0,0,-1,0,-1
200501BS70540,2,2,1,1,6,3,0,0,0,0,-1,4,1
200501BS70541,1,1,3,2,3,3,4,1,0,0,-1,0,1
200501BS70541,1,2,3,2,3,3,4,1,0,0,-1,0,1
200501BS70542,2,1,1,1,5,3,0,0,0,0,-1,3,1
200501BS70543,1,1,1,1,3,3,0,0,0,0,-1,1,-1
200501BS70545,2,1,1,2,8,3,0,0,0,0,-1,4,1
200501BS70546,1,1,3,1,7,2,4,1,0,0,-1,0,1
200501BS70547,1,1,3,1,9,3,5,1,0,0,-1,0,1
200501BS70548,1,1,1,1,5,3,0,0,0,0,-1,4,1
200501BS70549,1,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70550,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70551,1,1,1,2,7,3,0,0,0,0,-1,8,1
200501BS70552,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70554,1,1,1,2,7,3,0,0,0,0,-1,9,1
200501BS70555,1,1,3,1,9,3,10,9,0,0,-1,0,1
200501BS70556,1,1,1,1,9,3,0,0,0,0,-1,9,1
200501BS70557,1,1,3,2,1,2,5,2,0,0,-1,0,1
200501BS70558,2,1,1,1,3,3,0,0,0,0,-1,1,-1
200501BS70559,1,1,3,1,7,3,5,3,0,0,-1,0,1
200501BS70561,1,1,3,1,6,3,1,3,0,0,-1,0,-1
200501BS70562,1,1,3,2,6,2,4,3,0,0,-1,0,-1
200501BS70564,1,1,3,2,7,3,10,9,0,0,-1,0,1
200501BS70565,1,1,1,2,7,3,0,0,0,0,-1,9,1
200501BS70566,2,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70567,2,1,2,2,5,3,0,0,0,0,-1,3,1
200501BS70568,1,1,3,2,11,3,9,5,0,0,-1,0,1
200501BS70569,1,1,1,1,6,2,0,0,0,0,-1,1,1
200501BS70570,1,1,1,2,5,2,0,0,0,0,-1,2,1
200501BS70571,2,1,1,1,7,2,0,0,0,0,-1,1,1
200501BS70572,1,1,1,1,4,3,0,0,0,0,-1,2,1
200501BS70574,1,1,2,2,7,3,0,0,1,0,-1,9,1
200501BS70575,1,1,2,1,6,3,0,0,2,0,-1,9,1
200501BS70575,1,2,2,1,8,3,0,0,1,0,-1,9,1
200501BS70576,2,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70577,2,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70578,2,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70579,1,1,1,1,11,3,0,0,0,0,-1,3,1
200501BS70580,1,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70581,1,1,1,2,9,3,0,0,0,0,-1,9,1
200501BS70582,1,1,1,2,7,3,0,0,0,0,-1,9,1
200501BS70582,2,2,1,1,6,3,0,0,0,0,-1,4,1
200501BS70583,1,1,1,1,6,3,0,0,0,0,-1,2,1
200501BS70585,1,1,2,1,5,3,0,0,1,0,-1,9,1
200501BS70587,1,1,3,1,9,3,5,1,0,0,-1,0,1
200501BS70588,1,1,1,1,-1,3,0,0,0,0,-1,9,1
200501BS70589,1,1,3,2,8,3,5,1,0,0,-1,0,1
200501BS70590,1,1,1,2,6,3,0,0,0,0,-1,3,1
200501BS70591,2,1,1,1,2,3,0,0,0,0,-1,1,-1
200501BS70592,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70593,2,1,1,1,7,3,0,0,0,0,-1,1,-1
200501BS70594,1,1,1,2,5,3,0,0,0,0,-1,9,1
200501BS70595,1,1,3,2,6,3,1,1,0,0,-1,0,-1
200501BS70596,1,1,1,1,6,3,0,0,0,0,-1,9,2
200501BS70596,2,2,1,1,4,3,0,0,0,0,-1,9,1
200501BS70596,2,3,2,1,4,3,0,0,1,0,-1,9,1
200501BS70596,2,4,2,1,4,3,0,0,2,0,-1,9,1
200501BS70597,1,1,3,2,7,3,9,9,0,0,-1,0,-1
200501BS70598,1,1,1,1,7,2,0,0,0,0,-1,8,1
200501BS70599,1,1,3,1,9,2,1,3,0,0,-1,0,-1
200501BS70600,2,1,1,2,6,3,0,0,0,0,-1,2,-1
200501BS70601,1,1,3,1,7,3,5,2,0,0,-1,0,-1
200501BS70602,1,1,3,2,5,3,5,3,0,0,-1,0,-1
200501BS70603,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70604,1,1,1,1,5,3,0,0,0,0,-1,3,1
200501BS70605,1,1,3,2,-1,2,1,1,0,0,-1,0,-1
200501BS70606,1,1,1,1,7,3,0,0,0,0,-1,4,1
200501BS70606,2,2,1,1,6,3,0,0,0,0,-1,9,1
200501BS70607,1,1,1,1,6,3,0,0,0,0,-1,19,1
200501BS70607,2,2,2,2,6,3,0,0,2,0,-1,9,-1
200501BS70608,1,1,3,1,7,3,9,5,0,0,-1,0,1
200501BS70609,2,1,1,1,5,3,0,0,0,0,-1,2,1
200501BS70610,1,3,2,1,4,3,0,0,2,0,-1,9,1
200501BS70610,2,1,1,2,6,2,0,0,0,0,-1,9,1
200501BS70610,2,2,2,1,6,3,0,0,1,0,-1,9,1
200501BS70611,2,1,1,1,10,3,0,0,0,0,-1,9,3
200501BS70613,1,1,1,2,6,3,0,0,0,0,-1,2,1
200501BS70614,1,1,3,1,1,3,10,9,0,0,-1,0,-1
200501BS70615,1,1,3,2,11,3,5,9,0,0,-1,0,3
200501BS70616,1,1,1,2,6,2,0,0,0,0,-1,3,1
200501BS70617,2,1,1,2,7,3,0,0,0,0,-1,1,-1
200501BS70618,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70618,1,2,2,1,-1,3,0,0,1,0,-1,9,-1
200501BS70618,1,3,2,2,-1,3,0,0,2,0,-1,9,-1
200501BS70618,1,4,2,2,-1,3,0,0,2,0,-1,9,-1
200501BS70619,1,1,1,1,5,3,0,0,0,0,-1,9,1
200501BS70619,2,2,1,2,5,3,0,0,0,0,-1,9,1
200501BS70620,1,1,1,1,7,3,0,0,0,0,-1,3,1
200501BS70620,1,2,3,1,3,3,4,3,0,0,-1,0,1
200501BS70621,2,1,1,1,8,3,0,0,0,0,-1,5,1
200501BS70622,1,1,3,2,7,3,5,3,0,0,-1,0,-1
200501BS70623,1,1,2,2,8,3,0,0,0,2,-1,11,1
200501BS70624,1,1,1,1,8,3,0,0,0,0,-1,9,-1
200501BS70625,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70626,1,1,2,1,-1,3,0,0,0,3,-1,11,1
200501BS70627,1,1,3,2,5,3,6,9,0,0,-1,0,-1
200501BS70628,2,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70629,1,1,2,2,10,2,0,0,0,3,-1,11,1
200501BS70630,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70630,1,2,2,2,6,2,0,0,0,0,-1,5,1
200501BS70631,1,1,3,1,8,3,4,1,0,0,-1,0,-1
200501BS70632,2,1,1,1,6,2,0,0,0,0,-1,3,1
200501BS70633,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70634,1,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70635,2,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70637,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70638,1,1,1,1,6,2,0,0,0,0,-1,5,1
200501BS70640,1,1,1,1,6,2,0,0,0,0,-1,3,1
200501BS70641,1,1,3,2,3,3,1,3,0,0,-1,0,1
200501BS70642,1,1,3,2,6,3,1,1,0,0,-1,0,-1
200501BS70643,1,1,1,2,6,3,0,0,0,0,-1,3,1
200501BS70644,1,1,1,1,7,3,0,0,0,0,-1,1,1
200501BS70645,2,1,1,2,5,3,0,0,0,0,-1,1,1
200501BS70646,1,1,3,2,2,3,1,3,0,0,-1,0,1
200501BS70647,2,1,1,2,8,2,0,0,0,0,-1,1,1
200501BS70648,1,1,3,1,10,2,1,1,0,0,-1,0,-1
200501BS70649,1,1,1,1,7,3,0,0,0,0,-1,3,1
200501BS70650,2,1,1,2,8,3,0,0,0,0,-1,1,-1
200501BS70651,2,1,1,2,-1,3,0,0,0,0,-1,1,-1
200501BS70652,2,1,1,2,6,3,0,0,0,0,-1,2,1
200501BS70653,1,2,2,1,6,3,0,0,2,0,-1,8,1
200501BS70653,2,1,1,1,8,3,0,0,0,0,-1,9,1
200501BS70654,2,1,1,2,5,3,0,0,0,0,-1,9,1
200501BS70655,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70656,1,1,1,2,5,3,0,0,0,0,-1,3,1
200501BS70657,2,1,1,1,6,3,0,0,0,0,-1,3,-1
200501BS70658,1,1,1,1,9,3,0,0,0,0,-1,3,1
200501BS70659,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70660,2,1,1,1,7,3,0,0,0,0,-1,5,1
200501BS70661,1,1,1,1,9,3,0,0,0,0,-1,9,-1
200501BS70661,1,2,3,2,11,2,1,1,0,0,-1,0,-1
200501BS70662,1,1,1,2,6,3,0,0,0,0,-1,3,1
200501BS70663,1,1,3,1,3,3,10,9,0,0,-1,0,-1
200501BS70664,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70666,1,1,3,2,11,3,5,1,0,0,-1,0,-1
200501BS70667,2,1,1,1,6,3,0,0,0,0,-1,1,-1
200501BS70668,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70668,1,2,2,2,-1,3,0,0,1,0,-1,9,1
200501BS70669,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70670,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70671,1,1,1,1,8,3,0,0,0,0,-1,9,1
200501BS70671,2,2,1,1,5,3,0,0,0,0,-1,9,1
200501BS70672,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70673,1,1,3,1,-1,2,4,1,0,0,-1,0,1
200501BS70674,2,1,1,1,7,3,0,0,0,0,-1,1,1
200501BS70675,2,1,1,1,3,3,0,0,0,0,-1,1,1
200501BS70676,1,1,1,1,5,3,0,0,0,0,-1,2,1
200501BS70677,1,1,3,1,5,2,10,9,0,0,-1,0,1
200501BS70678,1,1,3,2,-1,3,4,1,0,0,-1,0,1
200501BS70679,1,1,1,1,10,3,0,0,0,0,-1,8,1
200501BS70679,2,2,1,2,8,3,0,0,0,0,-1,9,1
200501BS70680,1,1,2,2,9,3,0,0,0,4,-1,11,1
200501BS70681,1,1,2,1,6,3,0,0,2,0,-1,8,-1
200501BS70683,2,1,1,2,-1,3,0,0,0,0,-1,1,-1
200501BS70684,1,1,3,2,6,3,6,9,0,0,-1,0,1
200501BS70684,1,2,1,1,7,3,0,0,0,0,-1,9,1
200501BS70685,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70687,2,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70688,1,1,3,2,6,3,10,1,0,0,-1,0,1
200501BS70689,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70690,1,1,1,2,6,3,0,0,0,0,-1,9,-1
200501BS70691,1,1,1,1,7,2,0,0,0,0,-1,1,1
200501BS70692,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70693,2,1,3,1,9,3,9,9,0,0,-1,0,1
200501BS70694,2,1,1,1,-1,3,0,0,0,0,-1,1,-1
200501BS70697,1,1,1,1,5,3,0,0,0,0,-1,3,1
200501BS70698,1,1,1,1,5,3,0,0,0,0,-1,1,1
200501BS70699,1,1,1,1,6,3,0,0,0,0,-1,5,-1
200501BS70700,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70701,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70702,1,1,2,1,6,3,0,0,0,0,-1,3,1
200501BS70703,1,1,2,2,9,3,0,0,0,1,-1,11,1
200501BS70704,1,1,1,1,8,3,0,0,0,0,-1,5,1
200501BS70705,1,1,2,1,4,3,0,0,1,0,-1,9,1
200501BS70705,1,2,2,1,5,3,0,0,2,0,-1,9,1
200501BS70708,1,1,3,1,6,3,6,9,0,0,-1,0,1
200501BS70709,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70710,2,1,1,1,6,3,0,0,0,0,-1,3,1
200501BS70712,2,1,1,1,5,3,0,0,0,0,-1,19,1
200501BS70713,2,1,1,2,7,2,0,0,0,0,-1,2,1
200501BS70714,2,1,1,2,6,3,0,0,0,0,-1,2,1
200501BS70715,1,1,3,1,7,3,9,9,0,0,-1,0,1
200501BS70716,2,1,1,2,6,3,0,0,0,0,-1,3,1
200501BS70717,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70718,1,1,2,2,-1,3,0,0,0,4,-1,11,-1
200501BS70719,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70721,1,1,1,1,4,3,0,0,0,0,-1,3,1
200501BS70722,1,1,3,1,6,3,10,1,0,0,-1,0,-1
200501BS70723,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70724,1,1,3,2,7,3,10,9,0,0,-1,0,-1
200501BS70725,2,1,1,1,-1,3,0,0,0,0,-1,1,1
200501BS70726,1,1,2,1,8,3,0,0,1,0,-1,9,-1
200501BS70727,2,1,1,1,7,2,0,0,0,0,-1,5,2
200501BS70728,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70730,1,1,1,1,8,3,0,0,0,0,-1,4,-1
200501BS70731,1,1,3,2,8,2,4,2,0,0,-1,0,-1
200501BS70732,2,1,1,1,7,3,0,0,0,0,-1,1,1
200501BS70733,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501BS70734,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501BS70735,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70735,1,2,2,2,6,3,0,0,2,0,-1,9,-1
200501BS70735,2,3,1,1,8,3,0,0,0,0,-1,9,1
200501BS70736,1,1,3,1,6,3,4,1,0,0,-1,0,1
200501BS70737,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70738,1,1,3,1,-1,3,5,1,0,0,-1,0,-1
200501BS70739,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501BS70740,2,1,1,2,8,3,0,0,0,0,-1,9,1
