STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,VINTYPE,VINMAKE,VINA_MOD,VIN_BT,VINMODYR,VIN_LNGT,VIN_WGT,WGTCD_TR,WHLBS_LG,WHLBS_SH,SER_TR,FUELCODE,MCYCL_DS,CARBUR,CYLINDER,DISPLACE,MCYCL_CY,MCYCL_WT,TIRE_SZE,TON_RAT,TRK_WT,TRKWTVAR,VIN_REST,WHLDRWHL,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
1.0,10299.0,1.0,1.0,1.0,3.0,6.0,16.0,45.0,42.0,0.0,1.0,0.0,1.0,1.0,20.0,481.0,20481.0,31.0,1995.0,1GCEK19K7SE2,1,G,C,E,K,1,9,K,7,S,E,2,0.0,T,CHEV,GK1,PC,95.0,17.0,nan,2.0,1555.0,1415.0,GM4,G,nan,,8,350,,,,B,4514,00,,44,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,6.0,2.0,42.0,0.0,0.0,0.0,1.0,1.0,36919.0,6.0,1.0,0.0,0.0,3.0,0.0,71.0,170.0,1.0,0.0,0.0,0.0,0.0,1.0,2012.0,1.0,2012.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,14.0,1.0,1.0,4.0,14.0,1.0,0.0
1.0,10300.0,1.0,1.0,1.0,3.0,6.0,21.0,0.0,34.0,0.0,1.0,0.0,1.0,2.0,72.0,706.0,72706.0,80.0,2008.0,1HD1CZ3178K4,1,H,D,1,C,Z,3,1,7,8,K,4,0.0,M,HD,XLN,RS,8.0,17.0,nan,nan,nan,nan,,,1202.0,,2,,4,562,,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,6.0,2.0,42.0,0.0,0.0,0.0,1.0,1.0,35077.0,6.0,1.0,0.0,0.0,3.0,1.0,69.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,1.0,2.0,35.0,2.0,5.0,2.0,2.0,0.0,0.0,14.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0
1.0,10301.0,1.0,1.0,1.0,4.0,6.0,0.0,10.0,42.0,0.0,1.0,0.0,1.0,1.0,41.0,471.0,41471.0,30.0,1996.0,4F4CR16U4TTM,4,F,4,C,R,1,6,U,4,T,T,M,0.0,T,MAZD,3CP,PC,96.0,17.0,nan,1.0,0.0,1254.0,B30,G,nan,,6,182,,,,,3283,00,B,42,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,6.0,2.0,42.0,0.0,0.0,0.0,1.0,1.0,35053.0,1.0,1.0,1.0,0.0,2.0,0.0,72.0,185.0,0.0,3.0,0.0,0.0,0.0,9.0,2009.0,3.0,2011.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,0.0
1.0,10302.0,1.0,2.0,1.0,5.0,6.0,12.0,38.0,12.0,6.0,1.0,0.0,1.0,2.0,37.0,32.0,37032.0,4.0,1992.0,1HGCB7655NA1,1,H,G,C,B,7,6,5,5,N,A,1,0.0,P,HOND,ALX,4D,92.0,17.0,2504.0,nan,0.0,1071.0,,G,nan,F,4,132,,,14R185,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35585.0,6.0,1.0,0.0,0.0,3.0,0.0,62.0,106.0,0.0,0.0,0.0,1.0,2.0,7.0,2010.0,10.0,2010.0,0.0,38.0,0.0,0.0,0.0,1.0,2.0,40.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,87.0,1.0,0.0
1.0,10302.0,2.0,2.0,2.0,5.0,6.0,12.0,38.0,12.0,6.0,1.0,0.0,1.0,2.0,12.0,481.0,12481.0,31.0,1992.0,1FTHX25M3NKA,1,F,T,H,X,2,5,M,3,N,K,A,1.0,T,FORD,F25,PC,92.0,17.0,nan,2.0,0.0,1550.0,COF,D,nan,,8,444,,,,C,4443,01,A,42,1.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35581.0,6.0,1.0,0.0,0.0,3.0,0.0,70.0,180.0,0.0,3.0,0.0,0.0,0.0,8.0,2010.0,8.0,2010.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,66.0,3.0,1.0,1.0,86.0,0.0,0.0
1.0,10303.0,1.0,1.0,1.0,9.0,6.0,23.0,45.0,33.0,0.0,1.0,0.0,1.0,2.0,49.0,401.0,49401.0,14.0,1999.0,JT3HN86R7X02,J,T,3,H,N,8,6,R,7,X,0,2,0.0,P,TOYT,RUN,UT,99.0,17.0,3930.0,nan,0.0,1053.0,,G,nan,F,6,206,,,15R225,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,1.0,5.0,2.0,6.0,2.0,35.0,0.0,0.0,0.0,1.0,1.0,36695.0,6.0,1.0,0.0,0.0,3.0,0.0,69.0,126.0,1.0,0.0,0.0,0.0,0.0,1.0,2012.0,1.0,2012.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,40.0,3.0,6.0,2.0,1.0,0.0,0.0,14.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0
1.0,10304.0,1.0,2.0,2.0,10.0,6.0,15.0,12.0,12.0,6.0,1.0,0.0,1.0,1.0,22.0,20.0,22020.0,4.0,2000.0,1G2WJ52J7YF2,1,G,2,W,J,5,2,J,7,Y,F,2,0.0,P,PONT,GFS,4D,0.0,17.0,3373.0,nan,0.0,1105.0,,G,nan,F,6,191,,,15R205,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,3.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35803.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,1.0,2.0,40.0,3.0,6.0,2.0,2.0,0.0,0.0,14.0,6.0,1.0,4.0,2.0,64.0,1.0,0.0
1.0,10304.0,2.0,2.0,3.0,10.0,6.0,15.0,12.0,12.0,6.0,1.0,0.0,1.0,1.0,37.0,32.0,37032.0,4.0,2008.0,1HGCP36858A0,1,H,G,C,P,3,6,8,5,8,A,0,0.0,P,HOND,AXL,4D,8.0,17.0,3583.0,nan,0.0,1102.0,,G,nan,F,6,214,,,17R225,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35802.0,6.0,1.0,0.0,0.0,3.0,1.0,59.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,40.0,2.0,5.0,2.0,2.0,0.0,0.0,14.0,62.0,1.0,1.0,1.0,65.0,0.0,0.0
1.0,10305.0,1.0,1.0,1.0,2.0,6.0,7.0,10.0,34.0,0.0,1.0,0.0,1.0,2.0,49.0,50.0,49050.0,3.0,2005.0,JTKDE1779500,J,T,K,D,E,1,7,7,9,5,0,0,0.0,P,TOYT,SXC,2H,5.0,17.0,2905.0,nan,0.0,1063.0,,G,nan,F,4,144,,,17R215,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,12.0,6.0,2.0,34.0,0.0,0.0,0.0,1.0,1.0,35235.0,6.0,1.0,0.0,0.0,3.0,0.0,73.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,12.0,1.0,1.0,4.0,6.0,1.0,0.0
1.0,10306.0,1.0,1.0,2.0,3.0,6.0,1.0,54.0,30.0,0.0,1.0,0.0,1.0,2.0,37.0,402.0,37402.0,14.0,1998.0,JHLRD1860WC0,J,H,L,R,D,1,8,6,0,W,C,0,0.0,P,HOND,CRV,UT,98.0,17.0,3155.0,nan,0.0,1032.0,,G,nan,F,4,120,,,15R205,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,5.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,35401.0,6.0,1.0,0.0,0.0,3.0,1.0,74.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,65.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,0.0
1.0,10307.0,1.0,2.0,3.0,7.0,6.0,10.0,43.0,12.0,6.0,1.0,0.0,1.0,1.0,12.0,37.0,12037.0,4.0,2000.0,1FAFP33P7YW2,1,F,A,F,P,3,3,P,7,Y,W,2,0.0,P,FORD,FOX,4D,0.0,17.0,2564.0,nan,0.0,1030.0,,G,nan,F,4,122,,,14R185,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,9.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36751.0,6.0,1.0,0.0,0.0,3.0,0.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,20.0,3.0,1.0,17.0,1.0,1.0,1.0,89.0,1.0,0.0
1.0,10307.0,2.0,2.0,1.0,7.0,6.0,10.0,43.0,12.0,6.0,1.0,0.0,1.0,1.0,49.0,40.0,49040.0,4.0,2011.0,4T1BF3EK5BU5,4,T,1,B,F,3,E,K,5,B,U,5,0.0,P,TOYT,CBA,4D,11.0,17.0,3263.0,nan,0.0,1093.0,,G,nan,F,4,152,,,16R215,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36608.0,6.0,1.0,0.0,0.0,3.0,0.0,64.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,66.0,1.0,1.0,1.0,88.0,0.0,0.0
1.0,10308.0,1.0,1.0,1.0,9.0,6.0,2.0,17.0,34.0,0.0,1.0,0.0,1.0,1.0,14.0,401.0,14401.0,14.0,1997.0,4M2DU55P0VUJ,4,M,2,D,U,5,5,P,0,V,U,J,0.0,P,MERC,MOU,UT,97.0,17.0,0.0,nan,0.0,1120.0,,G,nan,F,8,302,,,15R235,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,1.0,5.0,11.0,2.0,3.0,34.0,0.0,0.0,0.0,1.0,1.0,35805.0,6.0,1.0,0.0,0.0,3.0,0.0,72.0,175.0,0.0,0.0,0.0,0.0,1.0,2.0,2010.0,2.0,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,40.0,2.0,1.0,2.0,1.0,0.0,0.0,14.0,12.0,1.0,1.0,4.0,6.0,1.0,0.0
1.0,10309.0,1.0,1.0,1.0,4.0,6.0,11.0,15.0,1.0,0.0,1.0,0.0,92.0,0.0,49.0,40.0,49040.0,4.0,2008.0,4T1BE46K98U7,4,T,1,B,E,4,6,K,9,8,U,7,0.0,P,TOYT,XSL,4D,8.0,17.0,3263.0,nan,0.0,1093.0,,G,nan,F,4,146,,,16R215,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,1.0,5.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,35217.0,1.0,1.0,0.0,0.0,2.0,1.0,70.0,320.0,2.0,1.0,0.0,0.0,0.0,7.0,2010.0,11.0,2011.0,1.0,99.0,99.0,99.0,99.0,1.0,2.0,35.0,2.0,6.0,2.0,2.0,0.0,0.0,14.0,12.0,1.0,9.0,4.0,7.0,1.0,0.0
1.0,10310.0,1.0,3.0,1.0,9.0,4.0,12.0,5.0,12.0,1.0,1.0,0.0,1.0,2.0,55.0,401.0,55401.0,14.0,2008.0,5NMSH13EX8H1,5,N,M,S,H,1,3,E,X,8,H,1,0.0,P,HYUN,SAN,UT,8.0,17.0,3846.0,nan,0.0,1063.0,,G,nan,F,6,204,,,18R235,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36532.0,6.0,1.0,0.0,0.0,3.0,0.0,65.0,125.0,0.0,0.0,0.0,1.0,0.0,1.0,2011.0,1.0,2011.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,52.0,1.0,1.0,1.0,28.0,0.0,0.0
1.0,10310.0,2.0,3.0,1.0,9.0,4.0,12.0,5.0,12.0,1.0,1.0,0.0,1.0,2.0,12.0,481.0,12481.0,31.0,1995.0,1FTEX15Y0SKA,1,F,T,E,X,1,5,Y,0,S,K,A,0.0,T,FORD,F15,PC,95.0,17.0,nan,2.0,1550.0,1390.0,COF,G,nan,,6,300,,,,B,00000,00,M,42,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36545.0,6.0,1.0,0.0,0.0,3.0,0.0,67.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,53.0,1.0,1.0,1.0,31.0,1.0,0.0
1.0,10310.0,3.0,3.0,1.0,9.0,4.0,12.0,5.0,12.0,1.0,1.0,0.0,1.0,1.0,37.0,421.0,37421.0,15.0,2009.0,5FNYF38589B0,5,F,N,Y,F,3,8,5,8,9,B,0,0.0,P,HOND,PIL,UT,9.0,17.0,4359.0,nan,0.0,1092.0,,G,nan,F,6,213,,,000000,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,36451.0,6.0,1.0,0.0,0.0,3.0,2.0,66.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,66.0,1.0,1.0,1.0,98.0,0.0,0.0
1.0,10311.0,1.0,1.0,1.0,8.0,6.0,17.0,30.0,38.0,0.0,1.0,0.0,92.0,0.0,98.0,709.0,98709.0,80.0,9999.0,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,nan,nan,nan,nan,nan,nan,,,nan,,,,,,,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,4.0,1.0,38.0,35.0,30.0,0.0,1.0,1.0,35672.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,45.0,3.0,1.0,2.0,1.0,0.0,0.0,14.0,13.0,1.0,1.0,4.0,1.0,1.0,1.0
1.0,10312.0,1.0,1.0,1.0,6.0,5.0,1.0,30.0,33.0,0.0,1.0,0.0,1.0,2.0,53.0,706.0,53706.0,80.0,2005.0,JS1VS52A8521,J,S,1,V,S,5,2,A,8,5,2,1,0.0,M,SUZI,VS8,RS,5.0,17.0,nan,nan,nan,nan,,,805.0,,2,,4,445,,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,12.0,6.0,2.0,42.0,0.0,0.0,0.0,1.0,1.0,36561.0,2.0,1.0,0.0,0.0,2.0,0.0,72.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,1.0
1.0,10313.0,1.0,2.0,2.0,26.0,5.0,9.0,55.0,12.0,2.0,1.0,0.0,1.0,3.0,20.0,481.0,20481.0,31.0,2012.0,1GC1KXE87CF1,1,G,C,1,K,X,E,8,7,C,F,1,1.0,T,CHEV,2K2,CW,12.0,17.0,nan,2.0,1677.0,1537.0,SIL,D,nan,,8,403,,,,C,7208,02,,44,1.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35756.0,6.0,1.0,0.0,0.0,3.0,0.0,67.0,150.0,1.0,3.0,1.0,0.0,0.0,9.0,2009.0,1.0,2011.0,0.0,26.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,52.0,4.0,1.0,2.0,50.0,0.0,0.0
1.0,10313.0,2.0,2.0,2.0,26.0,5.0,9.0,55.0,12.0,2.0,1.0,0.0,1.0,1.0,72.0,706.0,72706.0,80.0,2011.0,1HD1KBM18BB6,1,H,D,1,K,B,M,1,8,B,B,6,0.0,M,HD,FHX,RS,11.0,17.0,nan,nan,nan,nan,,,1690.0,,2,,4,785,,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,35773.0,6.0,1.0,0.0,0.0,3.0,0.0,70.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,62.0,1.0,1.0,1.0,51.0,1.0,0.0
1.0,10314.0,1.0,1.0,4.0,30.0,5.0,17.0,30.0,35.0,0.0,1.0,0.0,1.0,1.0,2.0,403.0,2403.0,14.0,2007.0,1J4FA24167L1,1,J,4,F,A,2,4,1,6,7,L,1,0.0,T,JEEP,WXR,2W,7.0,17.0,nan,1.0,0.0,954.0,WRA,G,nan,,6,230,,,,,3760,00,4,44,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,5.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,35630.0,6.0,1.0,0.0,0.0,3.0,0.0,73.0,170.0,0.0,1.0,0.0,1.0,1.0,1.0,2010.0,6.0,2011.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,35.0,2.0,6.0,4.0,1.0,0.0,0.0,14.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0
1.0,10315.0,1.0,1.0,3.0,1.0,6.0,23.0,30.0,34.0,0.0,1.0,0.0,1.0,2.0,23.0,401.0,23401.0,14.0,2002.0,1GKDS13SX224,1,G,K,D,S,1,3,S,X,2,2,4,0.0,T,GMC,ENV,4W,2.0,17.0,nan,1.0,0.0,1130.0,ENV,G,nan,,6,256,,,,B,4442,00,K,42,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,5.0,11.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,35121.0,1.0,7.0,0.0,0.0,2.0,9.0,69.0,125.0,0.0,3.0,0.0,0.0,3.0,1.0,2011.0,2.0,2012.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,45.0,2.0,3.0,2.0,1.0,0.0,0.0,14.0,12.0,1.0,1.0,4.0,6.0,1.0,0.0
1.0,10316.0,1.0,2.0,1.0,4.0,6.0,8.0,8.0,12.0,1.0,1.0,0.0,1.0,1.0,20.0,401.0,20401.0,14.0,1998.0,1GNCS18W5WK1,1,G,N,C,S,1,8,W,5,W,K,1,0.0,P,CHEV,BZR,UT,98.0,17.0,3515.0,nan,0.0,1005.0,,G,nan,F,6,262,,,15R235,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36473.0,6.0,1.0,0.0,0.0,3.0,0.0,72.0,140.0,2.0,0.0,0.0,0.0,0.0,7.0,2009.0,4.0,2012.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,1.0,24.0,0.0,0.0
1.0,10316.0,2.0,2.0,1.0,4.0,6.0,8.0,8.0,12.0,1.0,1.0,0.0,0.0,0.0,98.0,998.0,98998.0,92.0,9999.0,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,1.0,,,,,nan,nan,nan,nan,nan,nan,,,nan,,,,,,,,,,,,1.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,6.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36426.0,6.0,1.0,0.0,0.0,1.0,0.0,73.0,272.0,0.0,0.0,0.0,0.0,1.0,10.0,2009.0,10.0,2009.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,53.0,1.0,1.0,1.0,25.0,1.0,0.0
1.0,10317.0,1.0,2.0,4.0,5.0,6.0,14.0,0.0,12.0,6.0,1.0,0.0,1.0,1.0,20.0,2.0,20002.0,4.0,2003.0,2G1WF52E9391,2,G,1,W,F,5,2,E,9,3,9,1,0.0,P,CHEV,IMP,4D,3.0,17.0,3389.0,nan,0.0,1105.0,,G,nan,F,6,207,,,16R225,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,36104.0,6.0,1.0,0.0,0.0,3.0,1.0,76.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,1.0,0.0,0.0,12.0,53.0,1.0,1.0,1.0,98.0,2.0,1.0
1.0,10317.0,2.0,2.0,1.0,5.0,6.0,14.0,0.0,12.0,6.0,1.0,0.0,18.0,3.0,82.0,881.0,82881.0,66.0,2012.0,1FUJGLDR4CSB,1,F,U,J,G,L,D,R,4,C,S,B,1.0,T,FRHT,125,TR,12.0,17.0,nan,8.0,0.0,0.0,CSC,D,nan,,6,903,,,,,00000,00,,64,1.0,57.0,264184,57264184,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,1.0,13.0,31792.0,6.0,1.0,6.0,0.0,3.0,0.0,77.0,275.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,61.0,3.0,1.0,1.0,98.0,0.0,0.0
1.0,10318.0,1.0,1.0,2.0,9.0,6.0,19.0,25.0,34.0,0.0,1.0,0.0,1.0,1.0,35.0,39.0,35039.0,4.0,2004.0,1N4BA41E34C8,1,N,4,B,A,4,1,E,3,4,C,8,0.0,P,NISS,MEL,4D,4.0,17.0,3310.0,nan,0.0,1112.0,,G,nan,F,6,214,,,17R225,,,,,,0.0,0.0,000000000,00000000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,5.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,35079.0,6.0,1.0,0.0,0.0,3.0,0.0,69.0,145.0,1.0,0.0,0.0,0.0,0.0,3.0,2012.0,3.0,2012.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,1.0
